Property Address,Property Name,Number Of Units,Star Rating,Building Class,PropertyType,Secondary Type,Affordable Type,Building Status,Market Name,Submarket Name,City,State,Zip,Avg Unit SF,Avg Asking/SF,Avg Asking/Unit,For Sale Price,Cap Rate,$Price/Unit,Sale Company Name,Sale Company Address,Sale Company City State Zip,Sale Company Phone,Sale Company Fax,Sale Company Contact,Vacancy %,Month Built,Year Built,Year Renovated,Number Of Stories,Total Buildings,Rent Type,Property Manager Name,Property Manager Contact,Property Manager Phone,PropertyID,Owner Contact,Owner Name,Number Of Parking Spaces,County Name,Amenities,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Number Of Studios Units,Number Of Elevators,Operational Status,Latitude,Longitude,Four Bedroom Vacancy %,One Bedroom Vacancy %,Studio Vacancy %,Three Bedroom Vacancy %,Two Bedroom Vacancy %
1457 Holly Ave,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,758,1.76,1336,,,,,,,,,,4.50,,1981,,2,1,Market,Constellation- 1457 Holly Ave,,6199559776,4416436,Cameron Aldrich,Cameron S. Aldrich,9,San Diego,"Air Conditioning, Laundry Facilities, Pantry, Patio",,6,,,,0,,32.5711853,-117.1023201,,,,,0.0
1463-1471 Holly Ave,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3809,,,,,,,,,,,,,4.50,,1941,,2,3,Market,,,,9466540,Georgia Johnston,Georgia Johnston,6,San Diego,,,,,,,0,,32.5711724,-117.1021102,,,,,
1480-1482 Holly Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,4.50,,,,1,,Market,,,,5840282,,Batalucco Rosaria,5,San Diego,,,,,,,0,,32.5716590,-117.1017020,,,,,
955-959 Imperial Beach Blvd,,3,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,4.50,,1984,,2,1,Market,,,,5840266,Betty Neumann,Fritz & Betty Neumann,5,San Diego,,,,,,3,0,,32.5764012,-117.1128256,,,0.0,,
1019 Imperial Beach Blvd,Sussex Gardens,53,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,719,2.48,1782,,,,,,,,,,0.65,,1975,,2,1,Market,Grandview - Sussex Gardens,,3604357171,6066925,,StoneSteps Real Estate,58,San Diego,"Laundry Facilities, Multi Use Room",36,17,,,,0,,32.5760230,-117.1118530,,0.0,,,0.0
1031 Imperial Beach Blvd,Hawaiian Gardens,63,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,877,1.63,1432,,,,,,,,,,1.89,,1973,,2,4,Market,Fairgrove- Hawaiian Gardens,,6195464999,5840242,,F&F Income Properties,79,San Diego,"Clubhouse, Laundry Facilities, Sauna, Grill, Deck, Patio, Smoke Free",15,28,,,20,0,,32.5762790,-117.1112300,,0.0,5.0,,0.0
1037-1095 Imperial Beach Blvd,Palm Garden Apartments,42,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,2355,,,,,,,,,,0.67,,1960,,1,15,Market,Biggins - Palm Gardens,Celina Alexander,6194238289,4033613,,Biggins Property Management,50,San Diego,"Air Conditioning, Laundry Facilities, Public Transportation",12,15,15,,,0,,32.5763230,-117.1105379,,0.0,,0.0,0.0
1341-1343 Imperial Beach Blvd,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3031,856,1.84,1574,,,,,,,,,,4.50,,1972,,2,1,Market,,,,5834878,Denise Lago,Paul Viani,11,San Diego,Laundry Facilities,,6,,,,0,,32.5764779,-117.1048339,,,,,0.0
1221-1235 Iris Ave,,8,3,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3549,,,,,,,,,,,,,4.50,,,,1,1,Market,,,,9469150,,Jurlina Mate & Brenda,10,San Diego,,,,,,,0,,32.5693078,-117.1061630,,,,,
1238-1252 Iris Ave,Halekulani Apartments,20,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3529,,,767,,,,,,,,,,4.50,,,,1,9,Market,Halekulani Apartments,,6194248358,5840293,,Mate and Brenda Jurlina,22,San Diego,Recycling,16,4,,,,0,,32.5699593,-117.1059776,,6.3,,,0.0
1336 Iris Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,4.50,,1960,,2,,Market,,,,5839373,Loren Uber,Loren Uber,5,San Diego,,,,,,,0,,32.5693363,-117.1045235,,,,,
1348 Iris Ave,Iris Arms Apartments,28,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,789,1.41,1111,,,,,,,,,,4.50,,,,2,1,Market,Brentwood - Iris Arms,,6192208595,5840281,,George C Leal,45,San Diego,"Laundry Facilities, Grill",14,14,,,,0,,32.5694718,-117.1042180,,7.1,,,7.1
1354 Iris Ave,Iris Apartments,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,550,1.87,1026,,,,,,,,,,0.31,,1971,,2,1,Market,,,,4034011,Shookhtim Rimon,Shookhtim Rimon,15,San Diego,Laundry Facilities,8,,,,,0,,32.5694070,-117.1040680,,0.0,,,
1492 Iris Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,4.50,,,,2,,Market,,,,5866536,,Galvan Francisco,8,San Diego,,,,,,,0,,32.5692998,-117.1017417,,,,,
1102 Ivy Ln,,9,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3348,850,1.24,1053,,,,,,,,,,0.56,,1947,,2,1,Market,,,,4338325,,Paul Viani & Denise Lago,14,San Diego,Laundry Facilities,1,8,,,,0,,32.5762630,-117.1124400,,0.0,,,0.0
1164-1166 Ivy Ln,Ivy Lane Manor Apartments,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3350,,,,,,,,,,,,,4.49,,1980,,2,4,Market,,,,4389339,Lawrence Gallego,Lawrence A Gallego Trust,26,San Diego,"Laundry Facilities, Storage Space",,4,1,1,,0,,32.5753170,-117.1124050,0.0,,,0.0,0.0
1010 Outer Rd,Benson Place,82,2,C,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,Palm City,San Diego,CA,92154-1331,250,,,,,,,,,,,,3.50,,1986,2020,3,1,Affordable,Benson Place,,6195787138,5874061,Bill Bolstad,Father Joe's Villages,89,San Diego,"24 Hour Access, Air Conditioning, Laundry Facilities",82,,,,,0,,32.5782457,-117.0833250,,3.7,,,
1054-1058 Outer Rd,,14,2,C,Multi-Family,Apartments,,Existing,San Diego,Palm City,San Diego,CA,92154,850,1.93,1638,,,,,,,,,,8.09,,1970,2009,2,2,Market,Prime Asset Management,Tony Robertson,8584909125,4034118,,Sunderman Co LLC,40,San Diego,"Laundry Facilities, Gated, Yard, Wheelchair Accessible (Rooms)",,14,,,,0,,32.5775715,-117.0824689,,,,,7.1
650 Palm Ave,,16,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,4.50,,,,2,1,Market,Eileen,,6194249862,5858656,,Pennell Investment Properties Inc,32,San Diego,,,,,,,0,,32.5845283,-117.1199071,,,,,
1252-1268 Palm Ave,The Post,30,4,B,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,666,,,,,,,,,,,,3.50,5,2013,,4,1,Affordable,ConAm - Post,,6194240048,8763290,,Hitzke Development Corporation,21,San Diego,"Air Conditioning, Recycling, Wheelchair Accessible (Rooms)",29,1,,,,0,,32.5841960,-117.1065260,,3.5,,,0.0
1252-1266 Palm Ave,,,2,C,Multi-Family,Apartments,,Demolished,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,,,1945,,1,,Market,,,,5853691,,American Legion Imperial Beach,13,San Diego,,,,,,,0,,32.5842774,-117.1065382,,,,,
1381 Palm Ave,,,2,C,Multi-Family,Manufactured Housing/Mobile Home Park,,Existing,San Diego,Egger Highlands,San Diego,CA,92154,,,,,,,,,,,,,,,,,1,,,,,,5853688,,Cabana Inter Vivos Trust 58%,85,San Diego,,,,,,,0,,32.5831930,-117.1028204,,,,,
1508 Palm Ave,,2,3,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1016,,,,,,,,,,,,,4.50,,1960,,2,1,,,,,15608283,Arthur Kenworthy,Arthur Kenworthy,4,San Diego,,,2,,,,0,,32.5842431,-117.1009707,,,,,0.0
1600 Palm Ave,Bayside Palms,105,2,C,Multi-Family,Manufactured Housing/Mobile Home Park,,Existing,San Diego,Egger Highlands,San Diego,CA,92154,,,,,,,,,,,,,4.50,,1958,,1,,Market,,,,8249542,Matthew Follett,FollettUSA,,San Diego,,,,,,,0,,32.5847180,-117.0997048,,,,,
1674 Palm Ave,,,2,C,Multi-Family,Manufactured Housing/Mobile Home Park,,Existing,San Diego,Egger Highlands,San Diego,CA,92154,,,,,,,,,,,,,,,,,1,,,,,,5845011,,Brackett Lewis H,100,San Diego,,,,,,,0,,32.5846840,-117.0979040,,,,,
2002 Rimbey Ave,Vista La Rosa,240,2,C,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,Nestor,San Diego,CA,92154-3031,912,2.11,1919,,,,,,,,,,2.19,,1962,,2,19,Affordable,AMC - Vista La Rosa Apartments,,6194236094,4282602,Jeffrey Jaeger,Standard Communities,267,San Diego,"Laundry Facilities, Playground",,200,40,,,0,,32.5685433,-117.0899017,,,,5.0,1.5
1555 Satellite Blvd,The Clubhouse at Imperial Beach,134,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154,608,3.50,2125,,,,,,,,,,1.27,,1974,2012,2,13,Market,The Apartment Company - Clubhouse @ Imperial Beach,,6194295733,5866538,Jocelyn Chase,The Apartment Company,200,San Diego,"24 Hour Access, Business Center, Laundry Facilities, Pool, Property Manager on Site, Spa, Furnished Units Available, Laundry Service, Recycling",72,62,,,,0,,32.5689530,-117.1000550,,1.4,,,1.6
856 Saturn Blvd,,3,2,,Multi-Family,,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1221,900,,,1299000,8.08,433000,Colwell Realty,134 Palm Ave,"Imperial Beach, CA 91932",6194232444,,Soraya Pizzey,4.50,,1958,,1,,Market,,,,19704608,,,2,San Diego,"Fenced Lot, Laundry Facilities, Storage Space, Dining Room, Public Transportation",1,2,,,,0,,32.5811834,-117.0929260,,0.0,,,0.0
925-929 Saturn Blvd,Nestor Regency,26,3,B,Multi-Family,Apartments,,Existing,San Diego,Nestor,San Diego,CA,92154,652,1.90,1237,,,,,,,,,,5.11,,1993,,2,3,Market,Torrey Pines- Nestor Regency Senior Citizen Apts,Jerry Rindone,6194237941,6321199,,Lawrence Crandall,30,San Diego,"Air Conditioning, Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Grill, Wheelchair Accessible (Rooms)",24,2,,,,0,,32.5799300,-117.0920700,,4.2,,,0.0
1551 Saturn Blvd,Imperial Pacific Village,248,2,C,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,Nestor,San Diego,CA,92154,932,2.06,1925,,,,,,,,,,6.89,,1970,,2,20,Affordable,Steadfast - Pacific Village Apartments,,6194293111,4195691,,Imperial Pacific Village LP,302,San Diego,"Laundry Facilities, Playground, Basketball Court, Patio",,200,48,,,0,,32.5697850,-117.0923810,,,,6.3,7.0
843-45 10th St,,2,3,B,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-2217,,,,,,,,,,,,,4.50,,1955,,,,,,,,19283342,,"Minicilli, Michael",,San Diego,,,,,,2,0,,32.5814346,-117.1115053,,,0.0,,
761 11th St,,20,3,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,4.50,,1979,,2,1,Market,761 11th St,Patty Kyle,6194231290,9470161,Donald Jackel,Jackel Family 1984 Trust,,San Diego,Laundry Facilities,,,,,,0,,32.5827058,-117.1103889,,,,,
851 13th St,,14,3,B,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-2324,670,,,,,,,,,,,,4.50,,,,,1,Market,,,,10869164,,LL Baker Properties,,San Diego,"Fitness Center, Laundry Facilities, Grill, Dock",14,,,,,0,,32.5812746,-117.1053504,,7.1,,,
1259 14th St,,2,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3612,,,,,,,,,,,,,4.50,,,,1,1,Market,,,,9910542,,Daniel Dearden Grunow,,San Diego,,,,,,,0,,32.5735823,-117.1033118,,,,,
841-847 18th St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1118,900,,,,,,,,,,,,4.50,,1978,,2,1,Market,,,,11047124,,Romelia Martinez,,San Diego,,4,,,,,0,,32.5811591,-117.0946826,,0.0,,,
760 Calla Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1336,750,,,,,,,,,,,,4.50,,1970,,2,1,Market,,,,10999401,,Michael Sponsel,,San Diego,,4,,,,,0,,32.5857629,-117.1162164,,0.0,,,
707-711 Cypress Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1458,900,,,,,,,,,,,,4.50,,1971,,2,1,Market,,,,10999397,,Thomas D. & Nadine T. Carroll,,San Diego,,4,,,,,0,,32.5869393,-117.1176119,,0.0,,,
776-778 Cypress Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1445,750,,,,,,,,,,,,4.50,,1972,,2,1,Market,,,,10996835,,Carolyn Colson,,San Diego,,4,,,,,0,,32.5873047,-117.1158551,,0.0,,,
533-539 Delaware St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1424,700,,,,,,,,,,,,4.50,,1988,,2,1,Market,,,,10998612,,Parmela S. Sawhney Trust,,San Diego,,4,,,,,0,,32.5874803,-117.1163458,,0.0,,,
1629 Donax Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1004,1030,,,,,,,,,,,,4.50,,1950,,1,1,Market,,,,11238808,,Diana Lewallen,,San Diego,,,1,3,,,0,,32.5818900,-117.0983999,,,,0.0,0.0
1633 Donax Ave,,2,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1004,800,,,,,,,,,,,,4.50,,1950,2015,1,1,Market,,,,11238796,,Alan H Salazar,,San Diego,,2,,,,,0,,32.5814800,-117.0983200,,0.0,,,
1635 Donax Ave,,1,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1004,,,,,,,,,,,,,4.50,,1950,2017,1,1,Market,,,,11238814,,Diana Lewallen,,San Diego,,,,1,,,0,,32.5818200,-117.0985200,,,,0.0,
1003 Elm Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-2229,900,,,,,,,,,,,,4.50,,1978,,2,1,Market,,,,10997584,,Crown Steel Mfg,,San Diego,,4,,,,,0,,32.5804009,-117.1115077,,0.0,,,
1644-1648 Elm Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1943,900,,,,,,,,,,,,4.50,,1970,,2,1,Market,,,,11002634,,Donald & Long,,San Diego,,4,,,,,0,,32.5810892,-117.0981506,,0.0,,,
1678-1684 Elm Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1970,900,,,,,,,,,,,,4.50,,1987,,2,1,Market,,,,10951935,,Robert & Anna Dickerson,,San Diego,,4,,,,,0,,32.5810554,-117.0974965,,0.0,,,
1722-1724 Elm Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1103,900,,,,,,,,,,,,4.50,,1980,,2,1,Market,,,,11047071,,Dora Islas,,San Diego,,4,,,,,0,,32.5810287,-117.0965005,,0.0,,,
1826-1828 Elm Ave,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1100,700,,,,,,,,,,,,4.50,,1975,,2,1,Market,,,,10951957,,Rebeca Garcia,,San Diego,,5,,,,,0,,32.5811235,-117.0943529,,0.0,,,
1834-1836 Elm Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1105,900,,,,,,,,,,,,4.50,,2004,,2,1,Market,,,,11047108,,Francisco & Leticia C. Garcia,,San Diego,,4,,,,,0,,32.5809260,-117.0941805,,0.0,,,
1884-1886 Elm Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Egger Highlands,San Diego,CA,92154-1105,900,,,,,,,,,,,,4.50,,1970,,2,1,Market,,,,11002641,,Clark Teresa L,,San Diego,,4,,,,,0,,32.5809091,-117.0930551,,0.0,,,
870-872 Emory St,,2,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-2234,,,,,,,,,,,,,4.50,,1990,,1,1,Market,,,,10374763,,Thurmond Robert M 2004 Trust,,San Diego,,,,,,,0,,32.5810150,-117.1134156,,,,,
1024-1034 Emory St,,4,3,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-2855,1600,,,,,,,,,,,,4.50,,1980,2017,3,4,Market,,,,10577954,Cannon Christian,Renovation Realty,4,San Diego,Patio,,,4,,,0,,32.5782618,-117.1135109,,,,0.0,
1012 Fern Ave,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3352,,,,,,,,,,,,,4.50,,,,1,1,Market,,,,11563951,,,,San Diego,24 Hour Access,6,,,,,0,,32.5749814,-117.1118248,,0.0,,,
552-558 Florence St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1736,900,,,,,,,,,,,,4.50,,1966,,2,1,Market,,,,10997577,,John K. Burch Company,,San Diego,,4,,,,,0,,32.5868789,-117.1072293,,0.0,,,
585 Florence St,,3,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1735,745,,,,,,,,,,,,4.50,,,,1,1,Market,,,,10135146,,Gardenia Family Limited Partnership,,San Diego,,2,,1,,,0,,32.5857791,-117.1065661,,0.0,,0.0,
744 Florence St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-2313,700,,,,,,,,,,,,4.50,,1977,,2,1,Market,,,,10971071,,Norma B Fernandez,,San Diego,,4,,,,,0,,32.5830102,-117.1073013,,0.0,,,
528-536 Florida St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1613,900,,,,,,,,,,,,4.50,,1970,,2,1,Market,,,,10971064,,Richard Baucum,,San Diego,,4,,,,,0,,32.5875740,-117.1096801,,0.0,,,
542 Florida St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1613,900,,,,,,,,,,,,4.50,,1972,,2,1,Market,,,,10999387,,Carolyn Colson,,San Diego,,4,,,,,0,,32.5872530,-117.1096530,,0.0,,,
645 Florida St,,10,3,B,Multi-Family,Apartments,Rent Subsidized,Abandoned,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,,,,,4,1,Market/Affordable,,,,13926950,,,,San Diego,,,,,,,0,,32.5846083,-117.1089924,,,,,
1352 Frauline Dr,,1,3,B,Multi-Family,Apartments,,Existing,San Diego,Nestor,San Diego,CA,92154-2922,,,,,,,,,,,,,4.50,,,,1,1,Market,Sunrise Management - 1352 Frauline Dr,,8587516332,9941806,,Rosalie Portillo,,San Diego,,,,,,,0,,32.5716553,-117.0911753,,,,,
951 Georgia St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-2340,900,,,,,,,,,,,,4.50,,1992,,2,1,Market,,,,11002617,,Loren Underwood,,San Diego,,4,,,,,0,,32.5796697,-117.1041313,,0.0,,,
1275-1281 Granger St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-3668,900,,,,,,,,,,,,4.50,,1958,,2,1,Market,,,,10953023,,Matthew Sanchez,,San Diego,,4,,,,,0,,32.5732436,-117.1021041,,0.0,,,
1417 Grove Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932,,,,,,,,,,,,,4.50,,1979,,,,Market,,,,9849272,,Charles Hawkins,,San Diego,,,4,,,,0,,32.5725693,-117.1032061,,,,,0.0
784 Hollister St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Palm City,San Diego,CA,92154-1333,900,,,,,,,,,,,,4.50,,1984,,2,1,Market,,,,10952985,,Amanda Herrera,,San Diego,,4,,,,,0,,32.5822835,-117.0848854,,0.0,,,
1130 Palm Ave,,2,2,C,Multi-Family,Apartments,,Existing,San Diego,Imperial Beach,Imperial Beach,CA,91932-1680,480,,,,,,,,,,,,4.50,,1953,,,,,,,,12828473,,Jean Pierre Moinat,,San Diego,,2,,,,,0,,32.5842550,-117.1098802,,0.0,,,
1151-1183 25th St,Coronado Terrace Apartments,312,2,C,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,Otay Mesa West,San Diego,CA,92154-3203,957,1.99,1904,,,,,,,,,,0.40,,1971,2018,2,22,Affordable,Eden Housing - Coronado Terrace Apartments,,6194235804,4362672,,"Eden Housing, Inc.",289,San Diego,"Air Conditioning, Laundry Facilities",,268,44,,,0,,32.5755600,-117.0792520,,,,0.0,0.4
1379 27th St,Cinnamon Woods Apartments,88,3,B,Multi-Family,Apartments,,Existing,San Diego,Otay Mesa West,San Diego,CA,92154-3273,745,3.18,2368,,,,,,,,,,2.33,,1985,,2,9,Market,Hoban - Cinnamon Woods,,6199042569,4201210,Carlos Ledesma,CARV Properties LLC,150,San Diego,"Air Conditioning, Laundry Facilities, Spa",16,72,,,,0,,32.5717662,-117.0744935,,0.0,,,2.8
1470-1530 27th St,Windsor,20,3,C,Multi-Family,Apartments,,Existing,San Diego,Otay Mesa West,San Diego,CA,92154-3238,875,1.42,1242,,,,,,,,,,4.50,,1985,,2,3,Market,Windsor Apartments,,6195754677,4175296,Edmond Vigneau,San Ysidro Development Co,18,San Diego,Gated,,20,,,,0,,32.5696734,-117.0757369,,,,,5.0
1170 30th St,Otay Park Apartments,72,2,C,Multi-Family,Apartments,Rent Subsidized,Existing,San Diego,Otay Mesa West,San Diego,CA,92154,962,1.93,1855,,,,,,,,,,0.86,,1981,,2,11,Affordable,GK - Otay Park Apartments,Janet Criffin,6194297903,8014363,Jason Mandler,Goldrich Kest,176,San Diego,"Laundry Facilities, Playground, Gameroom",16,36,20,,,0,,32.5751380,-117.0692400,,0.0,,0.0,0.0
1215-1217 30th St,,7,2,C,Multi-Family,Apartments,,Existing,San Diego,Otay Mesa West,San Diego,CA,92154-3477,,,1023,,,,,,,,,,4.49,,1950,,1,1,Market,,,,4363147,Anthony Marquez,Anthony J Marquez,4,San Diego,,2,3,2,,,0,,32.5765897,-117.0688778,,0.0,,0.0,0.0
2005-2065 Alaquinas Dr,Alaquinas Apartments,66,2,C,Multi-Family,Apartments,Rent Subsidized,Existing,San Diego,San Ysidro,San Ysidro,CA,92173-2152,,,,,,,,,,,,,3.50,,,,2,6,Affordable,San Diego Housing Commission,,6192319400,6314254,,San Diego Housing Commission,80,San Diego,,,,,,,0,,32.5595849,-117.0436129,,,,,
109-113 Alverson Rd,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,San Ysidro,San Ysidro,CA,92173-2442,,,,,,,,,,,,,4.50,,,,1,4,Market,,,,9468271,,Helio E Gonzalez,8,San Diego,,,,,,,0,,32.5562800,-117.0525590,,,,,
129 Alverson Rd,,10,2,C,Multi-Family,Apartments,,Existing,San Diego,San Ysidro,San Diego,CA,92173,785,1.48,1158,,,,,,,,,,4.50,,1986,,2,1,Market,,,,4199705,,Rehmani Exchange LLC,15,San Diego,,,10,,,,0,,32.5569940,-117.0519750,,,,,0.0
139 Alverson Rd,Alverson Apartments,42,2,C,Multi-Family,Apartments,,Existing,San Diego,San Ysidro,San Ysidro,CA,92173-2430,475,2.88,1369,,,,,,,,,,2.87,,1973,,2,1,Market,Walz - Alverson Apartments,,6196499000,799237,Roberto Walz,Walz Family Trust,30,San Diego,"Laundry Facilities, Recycling, Smoke Free",42,,,,,0,,32.5573140,-117.0522570,,2.4,,,
125 Averil Dr,,14,3,C,Multi-Family,Apartments,,Existing,San Diego,San Ysidro,San Diego,CA,92173,950,,,,,,,,,,,,4.50,,1991,,2,2,Market,,,,4033682,Miguel Macias,Southern Sdhc Fha Llc,23,San Diego,Air Conditioning,,,14,,,0,,32.5567270,-117.0548090,,,,7.1,
104 Averil Rd,El Pedregal,45,4,A,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,San Ysidro,San Ysidro,CA,92173-4536,1289,0.57,737,,,,,,,,,,0.04,,2010,,2,2,Affordable,Cirrus - El Pedragal,,,9224398,,"Global Premier Development, Inc.",60,San Diego,"Air Conditioning, Business Center, Clubhouse, Laundry Facilities, Picnic Area, Playground, Basketball Court, Gameroom, Recreation Room, Wheelchair Accessible (Rooms)",,,20,25,,0,,32.5574246,-117.0541034,0.0,,,0.0,
135 Averil Rd,La Posada,25,2,C,Multi-Family,Apartments,,Existing,San Diego,San Ysidro,San Ysidro,CA,92173-2344,1048,1.00,1052,,,,,,,,,,3.78,,1982,,2,1,Market,South Bay Community Services,,6194203620,4180734,,South Bay Community Services,33,San Diego,Smoke Free,,21,4,,,0,,32.5571668,-117.0544872,,,,0.0,4.8
311-313 Averil Rd,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,San Ysidro,San Ysidro,CA,92173-2339,1000,,,,,,,,,,,,0.11,,,,2,4,Market,Louis A Corral,Louis Corral,6199625837,9468290,Louis Corral,Louis A Corral,10,San Diego,,,,8,,,0,,32.5605661,-117.0545466,,,,0.0,
1148 Beyer Blvd,Villa Merced,100,2,C,Multi-Family,Apartments,Rent Subsidized,Existing,San Diego,Otay Mesa West,San Diego,CA,92154,510,2.34,1195,,,,,,,,,,3.50,,1982,,3,1,Affordable,CBS - Villa Merced,Maria Lourdes,6194238325,6319101,,Colonia Barrios Seniors Inc,60,San Diego,,100,,,,,0,,32.5745210,-117.0661450,,3.0,,,
3412-3466 Beyer Blvd,Beyer Courtyard Apartments,60,3,C,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,San Ysidro,San Diego,CA,92173,1030,1.63,1681,,,,,,,,,,0.48,,2006,,3,5,Affordable,ConAm - Beyer Boulevard,,6196620857,8952125,,Wakeland Housing and Development Corporation,75,San Diego,"24 Hour Access, Air Conditioning, Laundry Facilities, Playground, Basketball Court, Maintenance on site, Wheelchair Accessible (Rooms)",,30,30,,,0,,32.5651820,-117.0583990,,,,0.0,0.0
